Date,Open,High,Low,close,Vol.
2010-01-01,5200.9,5310.85,4766,4882.05,3.88E+12
2009-12-01,5039.7,5221.85,4943.95,5201.05,4.39E+12
2009-11-01,4712.25,5138,4538.5,5032.7,5.19E+12
2009-10-01,5087.2,5181.95,4687.5,4711.7,4.89E+12
2009-09-01,4662.2,5087.6,4576.6,5083.95,4.68E+12
2009-08-01,4633.8,4743.75,4353.45,4662.1,5.34E+12
2009-07-01,4292.3,4669.75,3918.75,4636.45,7.01E+12
2009-06-01,4450.4,4693.2,4143.25,4291.1,7.98E+12
2009-05-01,3478.7,4509.4,3478.7,4448.95,7.14E+12
2009-04-01,3023.85,3517.25,2965.7,3473.95,6.43E+12
2009-03-01,2764.6,3123.35,2539.45,3020.95,5.34E+12
2009-02-01,2872.35,2969.75,2677.55,2763.65,3.95E+12
2009-01-01,2963.3,3147.2,2661.65,2874.8,6.11E+12
2008-12-01,2755.15,3110.45,2570.7,2959.15,6.35E+12
2008-11-01,2885.4,3240.55,2502.9,2755.1,4.55E+12
2008-10-01,3921.85,4000.5,2252.75,2885.6,4.87E+12
2008-09-01,4356.1,4558,3715.05,3921.2,3.09E+12
2008-08-01,4331.6,4649.85,4201.85,4360,2.36E+12
2008-07-01,4039.75,4539.45,3790.2,4332.95,3.62E+12
2008-06-01,4869.25,4908.8,4021.7,4040.55,3.04E+12
2008-05-01,5265.3,5298.85,4801.9,4870.1,2.88E+12
2008-04-01,4735.65,5230.75,4628.75,5165.9,2.68E+12
2008-03-01,5222.8,5222.8,4468.55,4734.5,2.64E+12
2008-02-01,5140.6,5545.2,4803.6,5223.5,2.12E+12
2008-01-01,6136.75,6357.1,4448.5,5137.45,3.14E+12
2007-12-01,5765.45,6185.4,5676.7,6138.6,2.06E+12
2007-11-01,5903.8,6011.95,5394.35,5762.75,3.53E+12
2007-10-01,5021.5,5976,5000.95,5900.65,3.50E+12
2007-09-01,4466.65,5055.8,4445.55,5021.35,1.88E+12
2007-08-01,4528.85,4532.9,4002.2,4464,1.73E+12
2007-07-01,4318.4,4647.95,4304,4528.85,1.92E+12
2007-06-01,4296.05,4362.95,4100.8,4318.3,1.58E+12
2007-05-01,4089.45,4306.75,3981.15,4295.8,1.72E+12
2007-04-01,3820,4217.9,3617,4087.9,1.64E+12
2007-03-01,3745.4,3901.75,3554.5,3821.55,1.79E+12
2007-02-01,4083.4,4245.3,3674.85,3745.3,1.55E+12
2007-01-01,3966.25,4167.15,3833.6,4082.7,1.52E+12
2006-12-01,3955.7,4046.85,3657.65,3966.4,1.35E+12
2006-11-01,3744.1,3976.8,3737,3954.5,1.52E+12
2006-10-01,3588.95,3782.85,3508.65,3744.1,1.41E+12
2006-09-01,3414,3603.7,3328.45,3588.4,1.40E+12
2006-08-01,3128.2,3452.3,3113.6,3413.9,1.37E+12
2006-07-01,3128.75,3208.85,2878.25,3143.2,1.59E+12
2006-06-01,3072.55,3134.15,2595.65,3128.2,2.15E+12
2006-05-01,3557.55,3774.15,2896.4,3071.05,2.39E+12
2006-04-01,3403.15,3598.95,3290.35,3557.6,1.83E+12
2006-03-01,3074.6,3433.85,3064,3402.55,2.09E+12
2006-02-01,3001.3,3090.3,2928.1,3074.7,1.44E+12
2006-01-01,2836.8,3005.1,2783.85,3001.1,1.58E+12
2005-12-01,2651.6,2857,2641.95,2836.55,1.71E+12
2005-11-01,2366.8,2727.05,2366.8,2652.25,1.41E+12
2005-10-01,2601,2669.2,2307.45,2370.95,1.74E+12
2005-09-01,2384.7,2633.9,2382.9,2601.4,1.48E+12
2005-08-01,2312.05,2426.65,2294.25,2384.65,1.56E+12
2005-07-01,2220.45,2332.55,2171.25,2312.3,1.29E+12
2005-06-01,2087.8,2226.15,2061.35,2220.6,1.32E+12
2005-05-01,1903.1,2099.35,1898.15,2087.55,1.15E+12
2005-04-01,2035.9,2084.9,1896.3,1902.5,1.14E+12
2005-03-01,2103.1,2183.45,1971.15,2035.65,1.61E+12
2005-02-01,2057.75,2110.15,2036.6,2103.25,1.48E+12
2005-01-01,2080,2120.15,1894.4,2057.6,1.73E+12
2004-12-01,1960.75,2088.45,1944.5,2080.5,1.95E+12
2004-11-01,1787.3,1963.8,1776.7,1958.8,1.55E+12
2004-10-01,1744.4,1829.45,1737.85,1786.9,1.73E+12
2004-09-01,1631.7,1760.8,1619.9,1745.5,2.27E+12
2004-08-01,1631.55,1658.9,1573.7,1631.75,2.43E+12
2004-07-01,1506.65,1638.7,1472.55,1632.3,2.93E+12
2004-06-01,1483.9,1566.5,1437.9,1505.6,2.28E+12
2004-05-01,1796.1,1837.95,1292.2,1483.6,2.39E+12
2004-04-01,1771.45,1912.35,1771.45,1796.1,2.04E+12
2004-03-01,1798.35,1898.7,1669.7,1771.9,2.44E+12
2004-02-01,1809.3,1935.8,1755.65,1800.3,2.34E+12
2004-01-01,1880.35,2014.65,1756.25,1809.75,2.72E+12
2003-12-01,1615.85,1914.4,1615.7,1879.75,2.34E+12
2003-11-01,1556.5,1630.25,1509.15,1615.25,2.31E+12
2003-10-01,1416.6,1574.1,1407.95,1555.9,3.47E+12
2003-09-01,1356.7,1430.7,1285.25,1417.1,3.22E+12
2003-08-01,1185.8,1365.8,1164.75,1356.55,3.09E+12
2003-07-01,1133.95,1198.5,1089.3,1185.85,1.77E+12
2003-06-01,1006.85,1141.3,1004.7,1134.15,1.47E+12
2003-05-01,930.9,1013.85,930.8,1006.8,1.28E+12
2003-04-01,977.4,1033.45,920,934.05,1.21E+12
2003-03-01,1063.55,1070.85,974.1,978.2,8.94E+11
2003-02-01,1040.25,1075.5,1034.1,1063.4,9.77E+11
2003-01-01,1093.6,1105.6,1026.2,1041.85,1.27E+12
2002-12-01,1050.15,1103.95,1034.1,1093.5,1.34E+12
2002-11-01,951.45,1057.45,946.4,1050.15,1.18E+12
2002-10-01,961.15,983.6,920.1,951.4,1.04E+12
2002-09-01,1010.9,1024.65,960.2,963.15,8.59E+11
2002-08-01,959.2,1012.75,935.55,1010.6,9.45E+11
2002-07-01,1058,1087.4,943.6,958.9,9.89E+11
2002-06-01,1029.25,1102.05,1029.25,1057.8,8.30E+11
2002-05-01,1084.8,1136.55,1020.1,1028.8,1.01E+12
2002-04-01,1129.85,1153.3,1073.3,1084.5,8.74E+11
2002-03-01,1142.05,1201.1,1117.85,1129.55,9.30E+11
2002-02-01,1076.95,1205.95,1069.4,1142.05,1.29E+12
2002-01-01,1058.85,1121.75,1052.05,1075.4,1.42E+12
2001-12-01,1067.2,1132.65,1010.45,1059.05,1.06E+12
2001-11-01,973.55,1097.6,973.55,1067.15,1.08E+12
2001-10-01,914.65,1000.95,884.65,971.9,9.82E+11
2001-09-01,1054.65,1059.9,849.95,913.85,9.47E+11
2001-08-01,1073,1084,1051.75,1053.75,7.56E+11
2001-07-01,1108.35,1127.15,1046.9,1072.85,5.77E+11
2001-06-01,1168.1,1175.8,1060.05,1107.9,8.44E+11
2001-05-01,1125.45,1207,1096.25,1167.9,9.87E+11
2001-04-01,1148.1,1171.85,1000.1,1125.25,8.53E+11
2001-03-01,1351.75,1399.55,1098.75,1148.2,1.18E+12
2001-02-01,1371.5,1422.95,1281.9,1351.4,2.11E+12
2001-01-01,1263.5,1396.05,1248.55,1371.7,1.99E+12
2000-12-01,1268.1,1369.5,1207.95,1263.55,1.59E+12
2000-11-01,1178.25,1281,1177.1,1268.15,1.45E+12
2000-10-01,1270.75,1306.45,1108.2,1172.75,1.04E+12
2000-09-01,1395.95,1482,1249.35,1271.65,9.81E+11
2000-08-01,1332.85,1398.9,1295.45,1394.1,9.42E+11
2000-07-01,1473.45,1564.75,1269.25,1332.85,8.94E+11
2000-06-01,1380.4,1539.1,1345.1,1471.45,8.26E+11
2000-05-01,1410,1436.6,1201.5,1380.45,6.42E+11
2000-04-01,1528.7,1636.95,1311.3,1406.55,7.52E+11
2000-03-01,1661.5,1773.85,1489.1,1528.45,6.56E+11
2000-02-01,1546.2,1818.15,1521.4,1654.8,6.90E+11
2000-01-01,1482.15,1671.15,1482.15,1546.2,8.50E+11
