,1. open,2. high,3. low,4. close,5. volume
2011-11-30,5.0700,5.4600,4.3300,4.4200,1042210
2011-10-31,5.5600,5.8100,4.6200,5.1300,761667
2011-09-30,6.5900,6.7400,5.4000,5.5600,732877
2011-08-31,7.5800,7.8600,6.1600,6.5900,1398991
2011-07-29,8.2800,8.7300,7.4100,7.6100,2336161
2011-06-30,6.7900,9.0400,6.5700,8.3500,4894192
2011-05-31,6.9200,8.5000,6.4800,6.8400,2942722
2011-04-29,7.3800,9.6700,6.7100,6.9200,4850607
2011-03-31,4.7900,8.4700,4.7900,7.4800,4384144
2011-02-28,3.8900,4.9400,3.7500,4.7900,560348
2011-01-31,3.7900,3.9700,3.5900,3.8600,528220
2010-12-31,3.9900,4.3400,3.6500,3.7900,903008
2010-11-30,4.8100,5.8800,3.8900,4.0100,2639112
2010-10-29,3.3000,4.7900,3.3000,4.5100,1555962
2010-09-30,3.4000,3.7200,3.2100,3.3000,383719
2010-08-31,3.3800,3.6800,3.3000,3.4000,445343
2010-07-30,2.9600,3.4900,2.8400,3.4000,408625
2010-06-30,3.3800,3.4600,2.9600,2.9900,241576
2010-05-31,3.9200,3.9200,3.2600,3.3900,328552
2010-04-30,4.2100,4.6300,3.8000,3.9200,742563
2010-03-31,4.1500,4.4300,4.0600,4.2300,637470
2010-02-26,4.0200,4.2000,3.9100,4.1500,263076
2010-01-29,4.6400,4.6600,3.9800,4.0300,564633
2009-12-31,4.7500,5.0700,4.3700,4.6400,1103380
2009-11-30,3.9900,5.3200,3.9500,4.7700,2253618
2009-10-30,3.8600,4.2900,3.8600,4.0100,653189
2009-09-30,4.0000,4.6500,3.7300,3.8600,1127742
2009-08-31,5.1800,6.0900,4.0000,4.0100,2361446
2009-07-31,3.9500,5.2500,3.9200,5.1500,2793471
2009-06-30,3.6200,4.2600,3.6100,3.9600,1579346
2009-05-29,3.6000,3.8700,3.5000,3.6100,679069
2009-04-30,3.6000,3.9900,3.3800,3.6000,1198830
2009-03-31,3.0900,3.7900,3.0400,3.5800,1240056
2009-02-27,2.8200,3.8500,2.8000,3.0900,1627207
2009-01-30,2.5400,2.8500,2.5400,2.8100,271188
2008-12-31,2.7000,3.1500,2.5200,2.5400,841010
2008-11-28,2.2000,2.9400,2.0800,2.6900,628250
2008-10-31,3.1100,3.1100,2.1800,2.1900,186697
2008-09-30,3.0700,3.2800,2.5800,3.1100,256581
2008-08-29,3.9000,3.9300,2.9200,3.0800,226695
2008-07-31,3.9700,4.3400,3.7100,3.9000,367448
2008-06-30,5.4800,5.5000,3.8000,3.9600,315239
2008-05-30,6.2900,6.4900,5.4000,5.4900,516133
2008-04-30,6.4000,6.5300,5.0400,6.2900,447723
2008-03-31,7.5600,7.7500,5.7700,6.4200,542233
2008-02-29,7.1500,7.9800,6.7100,7.5500,376790
2008-01-31,7.8600,9.1500,6.9800,7.1500,1427006
2007-12-31,7.0400,8.0500,7.0400,7.8600,1052689
2007-11-30,8.2100,8.2100,6.6900,6.9400,739221
2007-10-31,9.2100,9.7900,7.5100,8.2200,1381743
2007-09-28,8.5000,10.6700,7.8000,9.2100,3155043
2007-08-31,7.1000,8.5900,6.5500,8.3700,2911298
2007-07-31,6.9900,7.3000,5.4800,7.0900,1336411
2007-06-29,8.1000,8.1900,5.9000,6.9900,2584357
2007-05-31,7.6900,9.2000,7.4100,8.1000,3730258
2007-04-30,5.6200,8.1300,5.5900,7.6900,4290841
2007-03-30,5.6600,5.9600,4.8500,5.5700,3272198
2007-02-28,3.6900,5.6400,3.4100,5.4900,1992860
